 You are impersonating as another user.,Você está se passando por outro usuário.
"Company History",Histórico da Empresa
"Team Members" or "Management","""Membros da Equipe"" ou ""Gestão"""
"amended_from" field must be present to do an amendment.,O campo "amended_from" deve estar presente para fazer uma alteração.
"{0}" is not a valid Google Sheets URL,"""{0}"" não é uma URL válida do Google Sheets"
${values.doctype_name} has been added to queue for optimization,${values.doctype_name} foi adicionado à fila para otimização
&copy; Frappe Technologies Pvt. Ltd. and contributors,&copy; Frappe Technologies Pvt. Ltd. e contribuidores
&lt;head&gt; HTML,HTML do &lt;head&gt;
'*' is only allowed in {0} SQL function(s),'*' é permitido apenas na(s) função(ões) SQL {0}
'In Global Search' is not allowed for field {0} of type {1},'In Global Search' não é permitido para o campo {0} do tipo {1}
'In Global Search' not allowed for type {0} in row {1},'In Global Search' não é permitido para o tipo {0} na linha {1}
'In List View' is not allowed for field {0} of type {1},'In List View' não é permitido para o campo {0} do tipo {1}
'In List View' not allowed for type {0} in row {1},'In List View' não é permitido para o tipo {0} na linha {1}
** Failed: {0} to {1}: {2},** Falhou: {0} para {1}: {2}
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - Rascunho; 1 - Enviado; 2 - Cancelado
0 - too guessable: risky password.|||<br>|||1 - very guessable: protection from throttled online attacks. |||<br>|||2 - somewhat guessable: protection from unthrottled online attacks.|||<br>|||3 - safely unguessable: moderate protection from offline slow-hash scenario.|||<br>|||4 - very unguessable: strong protection from offline slow-hash scenario.,0 - fácil demais de adivinhar: senha arriscada.|||<br>|||1 - muito fácil de adivinhar: proteção contra ataques online com limitação de tentativas. |||<br>|||2 - razoavelmente fácil de adivinhar: proteção contra ataques online sem limitação de tentativas.|||<br>|||3 - difícil de adivinhar com segurança: proteção moderada contra cenário offline com hash lento.|||<br>|||4 - muito difícil de adivinhar: forte proteção contra cenário offline com hash lento.
1 Currency = [?] Fraction|||For e.g. 1 USD = 100 Cent,1 Moeda = [?] Fração|||Por exemplo, 1 USD = 100 Cent
1 row from {0},1 linha de {0}
Display,Exibir
Display Depends On (JS),Exibição depende de (JS)
Divider,Divisor
Do not create new user if user with email does not exist in the system,Não criar novo usuário se o usuário com esse e-mail não existir no sistema
Do not edit headers which are preset in the template,Não edite cabeçalhos que já vêm predefinidos no modelo
Do not warn me again about {0},Não me avise novamente sobre {0}
Do you still want to proceed?,Você ainda deseja continuar?
Do you want to cancel all linked documents?,Você deseja cancelar todos os documentos vinculados?
Doc Event,Evento do Doc
Doc Events,Eventos do Doc
Doc Status,Status do Doc
DocField,DocField
DocPerm,DocPerm
DocShare,DocShare
DocStatus of the following states have changed:<br><strong>{0}</strong><br>|||\t\t\t\tDo you want to update the docstatus of existing documents in those states?<br>|||\t\t\t\tThis does not undo any effect bought in by the document's existing docstatus.|||\t\t\t\t,O DocStatus dos seguintes estados foi alterado:<br><strong>{0}</strong><br>|||\t\t\t\tDeseja atualizar o docstatus dos documentos existentes nesses estados?<br>|||\t\t\t\tIsso não desfaz nenhum efeito provocado pelo docstatus atual do documento.|||\t\t\t\t
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,O DocType <b>{0}</b> informado para o campo <b>{1}</b> deve ter ao menos um campo Link
DocType Action,Ação do DocType
DocType Event,Evento do DocType
DocType Layout,Layout do DocType
DocType Layout Field,Campo de layout do DocType
DocType Link,Link do DocType
DocType Missing,DocType ausente
DocType State,Estado do DocType
DocType View,Visualização do DocType
DocType can not be merged,DocType não pode ser mesclado
DocType can only be renamed by Administrator,DocType só pode ser renomeado pelo Administrador
DocType is a Table / Form in the application.,DocType é uma Tabela/Formulário na aplicação.
DocType is required,DocType é obrigatório
DocType must be Submittable for the selected Doc Event,DocType deve ser enviável para o Evento de Doc selecionado
DocType must have atleast one field,DocType deve ter ao menos um campo
DocType not supported by Log Settings.,DocType não suportado em Configurações de Log.
DocType on which this Workflow is applicable.,DocType no qual este Fluxo de Trabalho se aplica.
DocType required,DocType obrigatório
DocType {0} does not exist.,DocType {0} não existe.
DocType {} not found,DocType {} não encontrado
DocType's name should not start or end with whitespace,O nome do DocType não deve começar ou terminar com espaço em branco
"DocTypes cannot be modified, please use {0} instead","DocTypes não podem ser modificados, use {0} no lugar"
Doctype,Doctype
Doctype name is limited to {0} characters ({1}),Nome do Doctype é limitado a {0} caracteres ({1})
Doctype required,Doctype obrigatório
Document Follow Notification,Notificação de acompanhamento de documento
Document Links Row #{0}: Could not find field {1} in {2} DocType,Linha #{0} de Links de Documento: não foi possível encontrar o campo {1} no DocType {2}
Document Links Row #{0}: Invalid doctype or fieldname.,Linha #{0} de Links de Documento: doctype ou nome de campo inválido.
Document Links Row #{0}: Parent DocType is mandatory for internal links,Linha #{0} de Links de Documento: DocType pai é obrigatório para links internos
Document Links Row #{0}: Table Fieldname is mandatory for internal links,Linha #{0} de Links de Documento: nome de campo de tabela é obrigatório para links internos
Document Name must not be empty,O nome do documento não pode estar vazio
Document Naming Rule,Regra de nomenclatura de documento
Document Naming Rule Condition,Condição da regra de nomenclatura de documento
Document Queued,Documento enfileirado
Document Restoration Summary,Resumo da restauração de documento
Document Restored,Documento restaurado
Document Saved,Documento salvo
Document Share Key,Chave de compartilhamento de documento
Document Share Key Expiry (in Days),Expiração da chave de compartilhamento de documento (em dias)
Document Share Report,Relatório de compartilhamento de documento
Document Status,Status do documento
Document Type and Function are required to create a number card,Tipo de Documento e Função são obrigatórios para criar um cartão numérico
Document Type is not importable,Tipo de Documento não é importável
Document Type is not submittable,Tipo de Documento não é enviável
Document Type to Track,Tipo de Documento a monitorar
Document Type {0} has been repeated.,Tipo de Documento {0} foi repetido.
Document Types,Tipos de Documento
Document Types (Select Permissions Only),Tipos de Documento (somente selecionar permissões)
Document Types and Permissions,Tipos de Documento e Permissões
Document Unlocked,Documento desbloqueado
Document cannot be used as a filter value,Documento não pode ser usado como valor de filtro
Document follow is not enabled for this user.,Acompanhamento de documento não está habilitado para este usuário.
Document has been cancelled,Documento foi cancelado
Document has been submitted,Documento foi enviado
Document is in draft state,Documento está em estado de rascunho
Document is only editable by users with role,Documento só pode ser editado por usuários com o perfil
Document not Relinked,Documento não revinculado
Document renamed from {0} to {1},Documento renomeado de {0} para {1}
Document renaming from {0} to {1} has been queued,Renomeação do documento de {0} para {1} foi enfileirada
Document type is required to create a dashboard chart,Tipo de documento é obrigatório para criar um gráfico de dashboard
Document {0} Already Restored,Documento {0} já restaurado
Document {0} has been set to state {1} by {2},Documento {0} foi definido para o estado {1} por {2}
Documentation,Documentação
Documents,Documentos
Custom Label,Rótulo personalizado
Custom Menu Items,Itens de menu personalizados
Custom Reports,Relatórios personalizados
Custom Role,Perfil personalizado
Custom Sidebar Menu,Menu lateral personalizado
Custom field renamed to {0} successfully.,Campo personalizado renomeado para {0} com sucesso.
"Custom get_list method for {0} must return a QueryBuilder object or None, got {1}","Método get_list personalizado para {0} deve retornar um objeto QueryBuilder ou None, recebido {1}"
Custom?,Personalizado?
Customizations Discarded,Personalizações descartadas
Customizations Reset,Personalizações redefinidas
Customizations for <b>{0}</b> exported to:<br>{1},Personalizações de <b>{0}</b> exportadas para:<br>{1}
Customize Child Table,Personalizar tabela filha
Customize Dashboard,Personalizar dashboard
Customize Form - {0},Personalizar formulário - {0}
Customize Form Field,Personalizar campo do formulário
Cut,Recortar
Cyan,Ciano
DELAY,ATRASO
DELETE,EXCLUIR
DESC,DESC
DLE,DLE
DRAFT,RASCUNHO
